category,pearson,data1_ratio,data2_ratio,Data Count,category1,new category,Apearson,Adata1_ratio,Adata2_ratio
I-2_AC,0.443496636270005,0.000647933174937121,0.000650833328027455,79964,I-2,I-2,0.437730762057188,0.00439693041659346,0.0043853945610108
I-2_GA,0.39924521980435,0.000494667990681293,0.000484357490318268,79964,I-2,I-2,0.437730762057188,0.00439693041659346,0.0043853945610108
I-2_CC,0.396269689227092,0.000878918179438757,0.000891061778944478,79964,I-2,I-2,0.437730762057188,0.00439693041659346,0.0043853945610108
I-2_GT,0.366499561346209,0.000513995104826946,0.000499371593940228,79964,I-2,I-2,0.437730762057188,0.00439693041659346,0.0043853945610108
I-2_GC,0.307567013936939,0.000366558896833138,0.000356405627778069,79964,I-2,I-2,0.437730762057188,0.00439693041659346,0.0043853945610108
I-2_GG,0.297788757197185,0.000557361843117338,0.000572677665454469,79964,I-2,I-2,0.437730762057188,0.00439693041659346,0.0043853945610108
I-3+,0.610976165385752,0.0386945079153931,0.0345245083496295,79964,I-3+,I-3+,0.610976165385752,0.0386945079153931,0.0345245083496295
34:34D-1,0.880056773959425,0.00109011550028946,0.00108001223550825,79964,34:34D-1,34:34D-1,0.880056773959425,0.00109011550028946,0.00108001223550825
35:35D-1,0.923140577446872,0.00503946057500577,0.00494438261848914,79964,35:35D-1,35:35D-1,0.923140577446872,0.00503946057500577,0.00494438261848914
36:36D-1,0.94914086620646,0.0222416569534279,0.0222735047519181,79964,36:36D-1,36:36D-1,0.94914086620646,0.0222416569534279,0.0222735047519181
37:37D-1,0.9430953724947,0.0437081471555686,0.0436999799358321,79964,37:37D-1,37:37D-1,0.9430953724947,0.0437081471555686,0.0436999799358321
38:38D-1,0.814474389801843,0.0246487514296432,0.0250369895732461,79964,D-1,38:38D-1,0.810069296743092,0.0260104558016449,0.0264467221176426
39:39D-1,0.279371632458871,0.00107065493884338,0.00112674956443911,79964,D-1,38:38D-1,0.810069296743092,0.0260104558016449,0.0264467221176426
40:40D-1,0.328317057909054,0.00029104943315829,0.000282982979957626,79964,D-1,38:38D-1,0.810069296743092,0.0260104558016449,0.0264467221176426
33:34D-2,0.920678810609298,0.000867303823468887,0.000858962866823808,79964,33:34D-2,33:34D-2,0.920678810609298,0.000867303823468887,0.000858962866823808
34:35D-2,0.909327508721402,0.00315819740612103,0.00316891668395617,79964,34:35D-2,34:35D-2,0.909327508721402,0.00315819740612103,0.00316891668395617
35:36D-2,0.933917680314583,0.0114469822190764,0.0114441933537834,79964,35:36D-2,35:36D-2,0.933917680314583,0.0114469822190764,0.0114441933537834
36:37D-2,0.94602253495114,0.0349402520157291,0.0349778922070145,79964,36:37D-2,36:37D-2,0.94602253495114,0.0349402520157291,0.0349778922070145
37:38D-2,0.910491407807532,0.0119976900602301,0.0121539318261285,79964,37:38D-2,37:38D-2,0.910491407807532,0.0119976900602301,0.0121539318261285
38:39D-2,0.889020738118763,0.0238956372832485,0.024488589935608,79964,D-2,38:39D-2,0.886596690736524,0.0246802617798738,0.0252989081343214
39:40D-2,0.215617635412343,0.000637039979958604,0.000667667621867705,79964,D-2,38:39D-2,0.886596690736524,0.0246802617798738,0.0252989081343214
40:41D-2,0.241426598369624,0.000147584516666599,0.000142650576845616,79964,D-2,38:39D-2,0.886596690736524,0.0246802617798738,0.0252989081343214
32:34D-3,0.912854606369621,0.000843579769258385,0.000829362187180214,79964,D-3,33:35D-3,0.93041501526851,0.00353252947826931,0.0034746855054436
33:35D-3,0.935132194739352,0.00268894970901091,0.0026453233182634,79964,D-3,33:35D-3,0.93041501526851,0.00353252947826931,0.0034746855054436
34:36D-3,0.946039476733038,0.00713945137293382,0.00701330578377594,79964,34:36D-3,34:36D-3,0.946039476733038,0.00713945137293382,0.00701330578377594
35:37D-3,0.957115798317671,0.0185943483401392,0.0179966158123202,79964,35:37D-3,35:37D-3,0.957115798317671,0.0185943483401392,0.0179966158123202
36:38D-3,0.937833187770859,0.00838445061900117,0.00801923275795197,79964,36:38D-3,36:38D-3,0.937833187770859,0.00838445061900117,0.00801923275795197
37:39D-3,0.834187931950927,0.006689478095063,0.00665873282084941,79964,37:39D-3,37:39D-3,0.834187931950927,0.006689478095063,0.00665873282084941
